x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,y
-18.49788351,-4.119073594,4.774894706,9.563845882,29.57977347,-5.984612653,-6.301164606,0.566618934,11.22033013,1.203649557,-34.7401628,-2.915936953,-1.412101039,4.199081109,-4.827330334,-11.6407772,11.44797904,2.455427342,31.51623964,17.50016188,29.58285031,3.814476263,2.562080388,0.698073271,1.983288101,30.8846027,1.026033806,55.88146395,-3.371614138,-2.094359757,0.009863037,1.080571689,-3.291058866,34.01932497,volkswagon,thurday,3.35170574,17.93609119,2.682676861,0.941824971,-3.831924893,$126.05 ,32.57611475,17.37088233,-132.5458212,0.00%,-1.323482302,17.22931492,8.52871893,-17.03785209,8.465919523,2.967215042,-3.540334511,21.5924977,-1.476677514,-1.249534359,-22.98903277,-2.553099897,1.678022576,0.326842333,-0.609186725,0.516923476,4.796876782,-25.29021612,0.007337229,1.790204692,-2.544103409,1.955994884,Jun,86.68813149,-0.436042365,-109.1842583,-23.95562652,-20.20658461,56.73201643,-12.12047728,-5.212335063,5.767067173,10.1733939,2.303302776,9.975150616,3.914552005,-9.949603541,-2.704649749,-6.743453878,-0.800148196,4.663610093,0.294717824,0.163934755,0.577563332,22.06103815,-10.81567667,-0.068027135,asia,1.02801004,-6.906519137,13.49842852,-62.22226712,-2.948385889,-0.547433808,0.21939585
7.464153612,-9.292886696,-3.682703672,-48.3784501,23.5262294,-11.09968206,-1.637130043,1.644871659,-6.387829658,-2.148919573,-11.28795232,-0.477593405,-0.601997038,-9.626717447,-13.97004201,-23.08506371,6.924065454,-6.304625664,-32.50480644,7.491455496,-19.95148165,2.721328947,-19.20468102,13.44768584,-2.745383205,9.690518965,9.635228198,33.14752672,4.128854615,-1.053202912,-0.464403968,-3.601992183,-1.876924475,17.06352137,bmw,thur,-0.299147393,1.974367224,2.882424951,3.924161307,19.24992984,($950.04),-94.38866612,-25.93789557,18.38859769,0.00%,6.862412285,-7.638618345,13.68977341,28.55419548,1.676329441,40.51135398,-7.62498376,59.03613727,0.763312019,-4.209014034,19.52543123,-18.18385928,-3.03614694,-1.200408117,9.250689353,2.562699067,-1.959212017,-6.795014109,0.090071688,-1.706315773,-5.208726072,-2.363470288,July,63.97614933,31.13054984,1.897112486,27.58361338,0.063899288,12.93107194,35.15579247,10.4340512,17.46008005,-12.90402215,-1.65500537,-71.59654361,-13.91786716,5.613304956,29.40785777,5.121290633,-1.718316908,-1.355446145,2.518716098,0.178010978,-1.860686552,-4.775030865,-21.74258091,3.773830768,america,0.375390132,20.5846996,9.514838353,-8.508197554,-2.939417666,4.579134161,0.686528585
-21.37881354,-10.92318747,-7.467420899,33.0821982,-19.55168989,3.20810086,3.5985187,-1.409112006,-28.15578322,-4.313125305,-16.21169791,1.574125449,0.625814746,0.91995117,-1.45456019,-5.141200002,8.357735264,-8.468584582,3.281373997,35.77688392,52.78852414,0.185878291,21.30639741,-4.138053946,3.357489798,28.0344957,3.754902296,-5.483697104,1.62556992,0.366780019,0.15915244,-4.421628599,-11.19912929,-40.69843592,volkswagon,wed,5.112985036,-22.33239833,-2.758997409,-15.32150727,6.161898192,$357.42 ,172.6564782,-34.85307513,-31.95719186,0.00%,2.840320493,-21.60351177,-4.558177705,-19.72439557,-3.119239335,-110.0430621,2.992993762,-23.70457671,9.245703689,-9.16037228,-13.51108128,-18.39928374,-2.022681073,0.658032327,3.148144132,-0.31090648,7.589651147,-10.1897637,-6.799352666,-1.187116655,-2.711304334,0.13294001,Jun,-209.7923752,-20.46097436,17.82981211,14.23686375,7.546855654,-21.71033993,-20.18992893,-7.432437472,37.88657563,-29.81342925,-3.284183709,-12.16530623,-3.441666241,8.373586072,-15.38951847,-17.41905198,-0.525329998,7.16157209,-1.096379551,-0.568261898,-1.480155482,22.97879122,15.4466833,4.920148126,asia,0.253478113,-31.6476764,3.483857239,-6.140533461,-6.755007049,-2.703697226,0.243993763
49.36373617,-23.55926023,2.636509181,-40.68484995,10.32685873,-0.160844445,-5.004728374,0.611067846,13.9968207,2.508306526,10.4888704,0.29214029,0.668239094,-13.91703385,5.880317301,-9.928105002,8.91792663,-5.602996263,49.89265599,-89.55117913,23.16826301,15.48290407,17.14469138,4.276724558,2.507182822,-6.899374256,1.094302584,-35.30538585,-1.44031718,1.635131705,-0.056476839,1.16667601,-0.753967535,-26.71752557,volkswagon,wed,-1.266378056,-2.767417105,2.095239411,-12.58070321,14.88118331,($528.05),149.371788,32.40332901,7.60291211,0.00%,-4.28413631,30.40837088,3.022514571,-34.4944378,-5.734902686,10.29387123,-12.28841999,-15.33071818,4.140462453,2.024386732,-45.48185584,1.445234743,-5.933852025,12.88619044,0.386071141,-2.806943535,0.593077081,4.968730411,1.154723707,-5.231445456,-0.191598721,1.073485433,sept.,-41.378702,-12.81915456,36.81699297,22.10377706,8.879886579,-42.0053111,-12.89013566,-10.63466264,30.01787319,-10.50495314,-4.148419613,11.50673031,1.24322897,5.308007528,-6.36806812,4.223891443,-3.509377087,1.808275952,-0.178238697,-0.204339409,-3.79945734,-55.94619545,-1.073487215,-3.105393507,asia,0.795989744,13.82595594,-25.9295114,49.27386759,4.515641006,-4.698179763,0.47415228
-5.54180998,-12.61046824,0.496293595,-27.47466456,19.87410389,-11.11768583,-0.27719265,0.510628208,-16.18095002,1.931418918,-17.86376445,3.379171437,-2.518527125,-15.09642668,-7.235870956,12.47430837,-6.033268188,6.128777786,42.60079,0.999347574,-28.17767717,-2.292392065,7.60856458,-2.375112724,-2.774285343,44.84276121,-8.866101432,38.20197135,1.660177437,0.341514496,-0.522877413,6.434198728,1.018491253,9.841636967,bmw,wed,3.536009884,-3.800900702,3.037129731,10.56041632,14.16553446,($840.25),162.1630018,2.04188916,-23.20093926,0.00%,1.29213138,-4.773000121,8.301407257,-7.619466808,3.310415661,-4.625374786,9.747427403,64.7408922,-7.276444611,-2.795281293,13.09201792,-10.62910688,2.428081379,0.196991454,-13.15418411,9.473495863,4.81331818,12.20641027,2.047432614,-4.170027749,-0.557813733,3.251047738,May,-54.62097192,-32.10810873,-26.37444283,36.0025741,12.72810831,19.16734965,9.627013207,3.08838323,-32.14255568,-13.26878892,3.428493898,27.04846814,-0.958807172,6.700906056,-0.447651054,-22.1425143,1.507292169,-0.657817534,0.405842654,-0.380840473,1.370970244,69.18440415,-6.294756417,-3.471371225,america,0.23693629,-4.605580817,-5.648759021,25.97916943,0.605161733,2.008410257,0.953275098
28.36365362,-4.690589489,-1.328075829,-66.66080992,55.15290137,-25.90708333,-6.655486762,1.087260423,7.490317997,-2.99931701,20.29118459,-1.189546261,-0.807122891,-8.933290535,11.4766739,1.781982941,-4.993628311,-0.113645562,34.01630425,56.20246012,-16.47916944,3.979370582,-24.25439266,2.931329641,-3.428484379,8.33744537,-20.3101242,54.16771324,10.97195843,-0.102802111,-1.869148397,-2.578692769,-2.867502135,-11.37259054,volkswagon,thurday,0.025580755,-1.973015586,-0.794129943,-4.947373613,-3.642928551,$472.13 ,-105.7483659,-61.88917394,-31.43415875,-0.01%,-6.049619846,4.382687595,1.255413539,21.10613376,-2.934937486,10.37918912,1.021896641,4.458829324,10.71674975,8.202683364,53.04865074,21.39372556,-0.256964869,-4.612128496,2.119338533,-0.694208014,5.551923884,-26.24611138,3.107780442,5.965667925,-1.039776105,-2.056933025,July,-47.49245468,-53.21463583,51.97703249,-26.37198118,17.20657625,-9.189394944,-9.017141624,-1.642872504,41.42424342,4.623400317,-0.348689655,-26.90730373,8.895866746,1.823383728,-4.111762669,-7.656685092,-3.323527633,1.759987612,1.499286526,0.263646362,3.959393089,-9.222849328,13.65154644,-1.339858329,asia,1.673995289,13.67017851,13.25954584,10.82786987,-9.06602848,-3.262240928,0.07958166
5.581232396,2.283373758,0.888414499,40.61180865,3.639521959,5.551588791,-3.571447368,-0.13489207,13.03775388,0.851518024,-21.94131686,2.027280222,-0.120808203,-4.112973079,16.57734066,-6.890672555,-2.463520462,4.57671001,-13.49397724,-16.68196243,8.903860724,-1.646145872,-15.63584488,2.465273952,-5.72592384,-5.020221956,-4.737265213,9.284082706,-0.550942914,-0.006149962,3.603188652,0.602415874,7.493065532,-0.806802875,volkswagon,wed,5.843896581,-7.306787599,1.77030489,6.958305601,15.48056682,"$1,063.24 ",-67.47707029,-72.98964431,-47.31061594,-0.01%,-2.519369499,-24.64464576,-10.13504356,54.53045818,-8.745164411,40.31051971,-16.95436616,22.46644738,-4.088789542,-0.055493525,-62.42598432,-8.756405322,3.420032188,2.443124139,-10.11802748,-10.51058416,7.870098031,-28.58826679,0.011024355,-3.598425382,-0.477282453,-1.715679246,May,1.289355466,35.64170642,-50.89022726,-28.62371776,-17.91854441,2.931198822,0.7647585,-14.07953995,-20.22764144,6.269844122,0.693083714,2.624730462,-5.20614966,-14.12006999,-12.0146363,20.61176765,-8.083738721,-12.90374288,-3.803407078,-0.000129479,6.114095752,111.2676733,-9.194958172,-5.791199295,asia,-1.224602585,-5.526769794,16.42820548,45.68687449,-7.024934547,-5.242947849,0.386844281
-14.79777583,32.03320318,10.39542062,-12.65728707,25.08690694,-14.38073736,1.384275327,2.768948581,-18.6676385,0.92375613,36.60764032,-3.710900091,-3.51463446,-10.41037134,-8.894637243,-11.57762641,-5.156265942,-2.104908155,40.44739833,-2.747570626,5.581579523,-10.62200187,-53.02348372,1.009568333,1.497561422,-5.066716674,-9.383856758,16.14921535,-7.54487029,3.992982864,-0.749609343,5.345607159,-1.23405066,-12.75045231,bmw,wednesday,5.195721991,3.527985253,-6.451413252,-9.399600977,26.52606169,$294.29 ,-56.75624891,-27.15329123,-36.17074174,0.01%,4.066857644,17.02989977,-3.090922012,10.86559126,8.099248745,-58.23830867,11.2601623,19.69059212,-4.136940441,-7.341240239,23.55374337,12.91713733,1.589396606,-0.725020755,9.929564459,0.465479457,3.080061052,4.65209036,4.414149936,-4.378963659,-1.607562753,-0.645939884,Aug,68.55286539,17.26162685,40.86293646,-5.901883989,-2.237217551,53.0305699,-15.30857567,-3.951033235,19.76828615,0.2646754,0.363880107,10.53963962,-4.880434044,9.2160664,-1.461747507,3.47416644,-4.666998835,-2.89984961,5.076075972,-0.114709558,-3.678061365,-3.732668934,21.155437,-6.213642502,asia,0.525740591,-0.756533443,3.562232888,74.27652127,6.421703827,5.698417365,0.832628754
-2.969843783,17.30650415,5.120707786,-28.88919666,13.2434738,-15.26138964,-2.523806875,-0.86323188,-3.080271822,0.135074084,-6.278887367,0.83933868,0.226426675,3.282836328,-3.612373771,6.136802423,11.71693474,1.467938706,-29.87180493,-53.9847354,5.500922347,7.775863699,9.671209263,10.70725069,-8.244682727,22.38597717,-3.851350583,-13.39433986,3.184990306,2.057644947,-0.159958568,-2.507249472,-13.46198274,-28.73976862,Honda,wed,-2.368598091,-6.429452723,4.727944928,-0.387565991,34.98149616,"($1,223.38)",-107.4083486,-23.41675543,-65.60192457,-0.01%,7.382389424,10.86587463,-11.4395129,31.61387039,-2.317458042,-28.6814734,14.92859522,0.789671008,-1.534800605,-7.038437362,43.73076396,-11.75662168,-1.256236289,6.927133085,-2.2897145,-2.245817036,3.760713018,-7.194143135,2.03324395,-7.678456113,0.963609756,0.686654642,Jun,28.75420323,-9.81744828,19.38737204,15.03137538,8.819153527,-22.95114816,24.29009039,-4.345300577,57.71984958,-15.1238209,-2.950437905,37.29210509,-9.430722398,-14.13948472,7.287736165,-21.56007219,12.43359112,-2.190748313,0.579165962,0.280846273,-0.323112986,68.90933186,-9.675933152,4.334965836,asia,0.873399625,12.62163649,-6.539507697,-4.115747384,6.981517404,-2.581424636,0.893705081
26.22584297,-19.28584459,4.500887974,-55.5901503,2.211523065,-5.892824438,-1.561244049,4.23014189,-11.30986795,-0.821994043,11.10064562,-0.917270959,-0.434373762,5.682817159,20.5070373,-4.069387274,11.08851033,-0.012091167,-12.63406196,-19.88182102,-16.50140826,-0.444496027,-43.72778086,-0.370479534,-3.558421906,21.01669192,-0.714885964,-33.08978948,-0.799705374,1.864220706,-1.717037346,-3.397019949,-0.826199946,26.92750575,volkswagon,thurday,-8.584400264,-5.973278439,4.581943597,2.295331587,7.969012671,($519.26),28.93415904,-33.30662359,-156.5638673,0.00%,1.921241956,3.052428622,-4.579593557,17.55469751,-3.542942074,-33.77061098,4.245673466,48.94188443,-6.930676113,4.222076425,-46.28942707,-10.99799414,4.047439724,3.664725001,9.184448397,-2.207973265,0.055620576,4.414960002,-0.595112761,-3.035342192,2.01492927,-1.322379623,Jun,-1.367854606,-66.5874418,-41.23033362,-23.94766947,10.22580813,-9.343737512,-20.34166651,8.141717572,-30.41742782,-2.404248932,2.240699047,17.73067125,-3.762176183,9.32977237,0.092613436,6.176275213,-4.916041059,1.515715129,0.289760985,-0.282959676,4.896983908,-160.4620209,-11.26148464,-0.964973941,america,0.978613968,-46.18747992,-17.07111653,-26.30681143,0.670051058,-0.218810781,0.131189701
